fdc_id,name,food_group,data_type,energy_kcal,protein_g,fat_g,carb_g,fiber_g,sugar_g,sodium_mg,potassium_mg,calcium_mg,iron_mg,vitamin_c_mg,saturated_fat_g,cholesterol_mg,magnesium_mg,vitamin_b12_ug,vitamin_d_ug,zinc_mg,glycemic_index,allergens,diet_tags,fodmap,acidic,gluten,animal_product,lactose,gerd_trigger,fish_seafood,fodmap_flags
180025802,"Brown rice, cooked",Grains,Foundation,123,2.7,1.0,25.6,1.6,0.4,4,86,3,0.6,0.0,0.2,0,39,0,0,0.6,50,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
191359451,"Quinoa, cooked",Grains,Foundation,120,4.4,1.9,21.3,2.8,0.9,7,172,17,1.5,0.0,0.2,0,64,0,0,1.1,53,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
221233804,"Oats, gluten-free, dry",Grains,Foundation,389,16.9,6.9,66.3,10.6,0.0,2,429,54,4.7,0.0,1.2,0,177,0,0,4.0,55,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
165251496,Whole wheat bread,Grains,Foundation,247,13.0,3.4,41.0,7.0,6.0,400,254,107,2.5,0.0,0.7,0,75,0,0,1.8,71,gluten|wheat,vegan|vegetarian|pescatarian,H,N,Y,N,N,,N,wheat
111095689,"White rice, cooked",Grains,Foundation,130,2.7,0.3,28.2,0.4,0.1,1,35,10,1.2,0.0,0.1,0,12,0,0,0.5,73,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
268026398,"Pasta, wheat, cooked",Grains,Foundation,158,5.8,0.9,30.9,1.8,0.6,1,44,7,0.5,0.0,0.2,0,18,0,0,0.5,49,gluten|wheat,vegan|vegetarian|pescatarian,H,N,Y,N,N,,N,wheat
107873116,Corn tortilla,Grains,Foundation,218,5.7,2.9,44.6,6.3,0.8,45,186,81,1.6,0.0,0.4,0,72,0,0,1.0,52,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
32700466,"Buckwheat, cooked",Grains,Foundation,92,3.4,0.6,19.9,2.7,0.9,4,88,7,0.8,0.0,0.1,0,51,0,0,0.6,45,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
267496284,"Barley, cooked",Grains,Foundation,123,2.3,0.4,28.2,3.8,0.3,3,93,11,1.3,0.0,0.1,0,22,0,0,0.8,28,gluten,vegan|vegetarian|pescatarian,H,N,Y,N,N,,N,
110114085,"Chicken breast, cooked",Protein,Foundation,165,31.0,3.6,0.0,0.0,0.0,74,256,15,1.0,0.0,1.0,85,29,0.3,0.1,1.0,0,,nonveg,L,N,N,Y,N,,N,
25091450,"Pork chop, cooked",Protein,Foundation,231,25.7,13.9,0.0,0.0,0.0,62,393,24,0.9,0.0,4.8,78,28,0.7,0.7,2.4,0,,nonveg|pork,L,N,N,Y,N,,N,
199536197,"Beef, lean, cooked",Protein,Foundation,250,26.0,15.0,0.0,0.0,0.0,72,318,18,2.6,0.0,6.0,90,21,2.6,0.1,4.8,0,,nonveg,L,N,N,Y,N,fried,N,
43738480,"Turkey breast, cooked",Protein,Foundation,135,30.1,0.7,0.0,0.0,0.0,1040,239,12,1.1,0.0,0.2,69,28,1.1,0.1,1.7,0,,nonveg,L,N,N,Y,N,,N,
80394566,"Salmon, cooked",Protein,Foundation,206,22.1,12.4,0.0,0.0,0.0,61,384,9,0.3,0.0,3.1,63,30,2.6,11.0,0.6,0,fish,nonveg|pescatarian,L,N,N,Y,N,,Y,
173664734,"Tuna, canned in water",Protein,Foundation,116,25.5,0.8,0.0,0.0,0.0,247,237,11,1.0,0.0,0.2,30,28,2.5,2.0,0.6,0,fish,nonveg|pescatarian,L,N,N,Y,N,,Y,
202247794,"Shrimp, cooked",Protein,Foundation,99,24.0,0.3,0.2,0.0,0.0,111,259,70,0.5,0.0,0.1,189,34,1.5,0.1,1.6,0,shellfish,nonveg|pescatarian,L,N,N,Y,N,,Y,
165270649,"Cod, cooked",Protein,Foundation,105,22.8,0.9,0.0,0.0,0.0,78,244,18,0.5,1.0,0.2,55,38,1.0,1.2,0.6,0,fish,nonveg|pescatarian,L,N,N,Y,N,,Y,
28882385,"Sardines, canned",Protein,Foundation,208,24.6,11.5,0.0,0.0,0.0,307,397,382,2.9,0.0,1.5,142,39,8.9,4.8,1.3,0,fish,nonveg|pescatarian,L,N,N,Y,N,,Y,
247236525,"Egg, whole, cooked",Protein,Foundation,155,13.0,11.0,1.1,0.0,1.1,124,126,50,1.2,0.0,3.3,373,10,1.1,2.0,1.3,0,egg,vegetarian|nonveg|pescatarian,L,N,N,Y,N,,N,
242828689,"Greek yogurt, plain",Dairy,Foundation,59,10.0,0.4,3.6,0.0,3.2,36,141,110,0.1,0.0,0.1,5,11,0.5,0.1,0.5,11,milk,vegetarian|nonveg|pescatarian,L,N,N,Y,Y,,N,
63596665,Cottage cheese,Dairy,Foundation,98,11.1,4.3,3.4,0.0,2.7,364,104,83,0.1,0.0,1.7,17,8,0.4,0.1,0.4,10,milk,vegetarian|nonveg|pescatarian,L,N,N,Y,Y,,N,
106883015,Cheddar cheese,Dairy,Foundation,403,23.0,33.0,3.1,0.0,0.5,621,98,710,0.7,0.0,21.0,105,28,0.8,0.6,3.1,0,milk,vegetarian|nonveg|pescatarian,L,N,N,Y,Y,fried,N,
161923567,"Milk, 2%",Dairy,Foundation,50,3.3,2.0,4.8,0.0,5.1,44,150,120,0.0,0.0,1.3,8,11,0.5,1.3,0.4,30,milk,vegetarian|nonveg|pescatarian,H,N,N,Y,Y,,N,
32473003,"Tofu, firm",Protein,Foundation,144,15.8,8.7,2.8,2.3,0.6,14,237,683,2.7,0.1,1.3,0,58,0,0,2.0,15,soy,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
164521792,Tempeh,Protein,Foundation,192,20.3,10.8,7.6,0.0,0.0,9,412,111,2.7,0.0,2.2,0,81,0.1,0,1.1,15,soy,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
159374773,"Lentils, cooked",Protein,Foundation,116,9.0,0.4,20.1,7.9,1.8,2,369,19,3.3,1.5,0.1,0,36,0,0,1.3,32,,vegan|vegetarian|nonveg|pescatarian,H,N,N,N,N,,N,
114544636,"Chickpeas, cooked",Protein,Foundation,164,8.9,2.6,27.4,7.6,4.8,7,291,49,2.9,1.3,0.3,0,48,0,0,1.5,28,,vegan|vegetarian|nonveg|pescatarian,H,N,N,N,N,,N,
71314696,"Black beans, cooked",Protein,Foundation,132,8.9,0.5,23.7,8.7,0.3,1,355,27,2.1,0.0,0.1,0,70,0,0,1.1,30,,vegan|vegetarian|nonveg|pescatarian,H,N,N,N,N,,N,
182933642,"Edamame, cooked",Protein,Foundation,121,11.9,5.2,8.9,5.2,2.2,6,436,63,2.3,6.1,0.6,0,64,0,0,1.3,18,soy,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
267659456,Peanut butter,Protein,Foundation,588,25.1,50.4,20.0,6.0,9.2,17,649,49,1.9,0.0,10.3,0,168,0,0,2.9,14,peanut,vegan|vegetarian|nonveg|pescatarian,H,N,N,N,N,,N,
120979207,Almonds,Protein,Foundation,579,21.2,49.9,21.6,12.5,4.4,1,733,269,3.7,0.0,3.8,0,270,0,0,3.1,15,tree_nut,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
213462690,Walnuts,Protein,Foundation,654,15.2,65.2,13.7,6.7,2.6,2,441,98,2.9,1.3,6.1,0,158,0,0,3.1,15,tree_nut,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
125116165,Pumpkin seeds,Protein,Foundation,559,30.2,49.0,10.7,6.0,1.4,7,809,46,8.8,1.9,8.7,0,592,0,0,7.8,25,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
223777534,"Almond milk, unsweetened",Dairy,Foundation,15,0.6,1.2,0.6,0.4,0.0,72,67,184,0.3,0.0,0.1,0,6,0,1.0,0.1,25,tree_nut,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
71707631,"Soy milk, unsweetened",Dairy,Foundation,33,2.9,1.6,1.8,0.5,1.0,51,118,123,0.4,0.0,0.2,0,15,1.2,1.0,0.3,34,soy,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
51423498,"Oat milk, unsweetened",Dairy,Foundation,43,1.0,1.5,6.7,0.8,4.0,42,160,120,0.2,0.0,0.2,0,12,1.2,1.5,0.3,60,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
185622795,Lactose-free milk,Dairy,Foundation,51,3.3,2.0,4.9,0.0,4.8,44,150,120,0.0,0.0,1.3,8,11,0.5,1.3,0.4,30,milk,vegetarian|nonveg|pescatarian,L,N,N,Y,N,,N,
76006477,Olive oil,Fats,Foundation,884,0.0,100.0,0.0,0.0,0.0,2,1,1,0.6,0.0,13.8,0,0,0,0,0.0,0,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
199379595,Chia seeds,Fats,Foundation,486,16.5,30.7,42.1,34.4,0.0,16,407,631,7.7,1.6,3.3,0,335,0,0,4.6,1,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
138108249,Flaxseed,Fats,Foundation,534,18.3,42.2,28.9,27.3,1.6,30,813,255,5.7,0.6,3.7,0,392,0,0,4.3,1,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
133871607,Healthy Harvest Avocado (low-sodium),Fruits,Branded,165.3,2.13,15.47,8.64,6.72,0.65,2.1,534.12,11.88,0.64,10.71,1.99,0.0,29.67,0.0,0.0,0.63,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
71123079,Meadow Shrimp (value size),Protein,Branded,102.3,26.48,0.27,0.21,0.0,0.0,111,284.89,62.71,0.45,0.0,0.1,193.62,30.51,1.51,0.1,1.74,0,shellfish,nonveg|pescatarian,L,N,N,Y,N,,Y,
40042206,TrueNorth Banana (steamed),Fruits,Branded,86.75,1.03,0.27,24.27,2.35,13.37,1,389.97,4.8,0.31,8.89,0.09,0.0,24.52,0.0,0.0,0.21,51,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
180274782,Wholesome Cucumber (raw),Vegetables,Branded,14.65,0.64,0.1,3.61,0.46,1.76,2,134.93,17.88,0.27,3.06,0.0,0.0,11.69,0.0,0.0,0.2,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
242955672,Wholesome Oat milk (low-sodium),Dairy,Branded,47.03,0.98,1.66,6.44,0.88,4.35,12.6,147.13,114.36,0.19,0.0,0.19,0.0,11.36,1.16,1.37,0.3,60,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
2414147,Vital Pork chop (reduced-fat),Protein,Branded,223.74,26.06,6.9,0.0,0.0,0.0,62,362.7,24.4,0.96,0.0,4.22,71.71,25.87,0.77,0.77,2.62,0,,nonveg|pork,L,N,N,Y,N,,N,
70294602,Garden Select Onion (prepared),Vegetables,Branded,43.15,1.11,0.11,10.04,1.81,4.43,4,153.98,24.58,0.22,7.21,0.0,0.0,9.36,0.0,0.0,0.22,15,,vegan|vegetarian|pescatarian,H,N,N,N,N,,N,onion
32389821,Coastal Apple (family pack),Fruits,Branded,57.12,0.31,0.21,14.17,2.64,9.27,1,108.61,5.9,0.1,4.36,0.0,0.0,4.79,0.0,0.0,0.0,36,,vegan|vegetarian|pescatarian,H,N,N,N,N,,N,
44633670,GreenField Oat milk (reduced-fat),Dairy,Branded,47.73,0.9,0.69,6.29,0.88,4.31,42,170.92,109.5,0.2,0.0,0.2,0.0,12.26,1.09,1.45,0.32,60,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
160115996,Golden Acre Olive oil (raw),Fats,Branded,822.1,0.0,99.44,0.0,0.0,0.0,2,1.04,1.01,0.64,0.0,14.39,0.0,0.0,0.0,0.0,0.0,0,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
19462422,GreenField Cheddar cheese (low-sodium),Dairy,Branded,382.18,24.21,30.72,2.89,0.0,0.47,186.3,107.99,645.12,0.63,0.0,19.39,104.17,27.01,0.78,0.55,3.34,0,milk,vegetarian|nonveg|pescatarian,L,N,N,Y,Y,fried,N,
97447284,Wholesome Avocado (prepared),Fruits,Branded,167.54,2.11,15.98,8.95,7.49,0.77,7,429.3,12.49,0.67,10.78,1.87,0.0,26.12,0.0,0.0,0.54,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
132097808,TrueNorth Almond milk (low-sodium),Dairy,Branded,13.88,0.53,1.27,0.63,0.42,0.0,21.6,59.32,184.17,0.32,0.0,0.09,0.0,6.72,0.0,0.97,0.1,25,tree_nut,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
232124435,Fresh Direct White rice (value size),Grains,Branded,145.51,2.42,0.31,25.51,0.39,0.09,1,36.42,10.66,1.13,0.0,0.09,0.0,11.01,0.0,0.0,0.56,73,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
6650445,Meadow Onion (low-sodium),Vegetables,Branded,43.87,1.16,0.11,10.17,1.64,4.2,1.2,163.16,24.48,0.19,7.4,0.0,0.0,9.41,0.0,0.0,0.18,15,,vegan|vegetarian|pescatarian,H,N,N,N,N,,N,onion
150933952,TrueNorth Broccoli (roasted),Vegetables,Branded,33.72,2.6,0.44,7.26,2.41,1.77,33,295.81,41.41,0.75,78.88,0.11,0.0,19.55,0.0,0.0,0.35,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
167435205,Vital Pasta (frozen),Grains,Branded,173.51,5.74,0.84,32.72,1.94,0.6,1,48.91,7.24,0.46,0.0,0.18,0.0,16.61,0.0,0.0,0.52,49,gluten|wheat,vegan|vegetarian|pescatarian,H,N,Y,N,N,,N,wheat
210690865,Daily Choice Salmon (steamed),Protein,Branded,187.1,23.79,11.86,0.0,0.0,0.0,61,404.76,8.2,0.27,0.0,2.99,62.69,28.09,2.68,11.62,0.57,0,fish,nonveg|pescatarian,L,N,N,Y,N,,Y,
159625711,Vital Kiwi (organic),Fruits,Branded,61.66,1.18,0.5,14.23,2.77,9.22,3,319.4,37.0,0.28,83.08,0.0,0.0,16.6,0.0,0.0,0.1,50,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
203729520,Garden Select Chia seeds (canned),Fats,Branded,437.48,15.14,28.45,39.41,38.14,0.0,247,435.68,689.01,6.8,1.54,3.6,0.0,324.75,0.0,0.0,5.02,1,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
225385823,GreenField Zucchini (fresh),Vegetables,Branded,17.94,1.17,0.3,3.41,0.9,2.77,8,235.34,14.33,0.38,18.69,0.1,0.0,19.55,0.0,0.0,0.33,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
70856387,Healthy Harvest Shrimp (value size),Protein,Branded,107.56,22.28,0.3,0.18,0.0,0.0,111,228.16,66.38,0.52,0.0,0.09,183.07,35.99,1.43,0.09,1.43,0,shellfish,nonveg|pescatarian,L,N,N,Y,N,,Y,
102120846,GreenField Barley (prepared),Grains,Branded,109.2,2.27,0.4,27.53,3.76,0.31,3,96.4,9.96,1.35,0.0,0.1,0.0,23.83,0.0,0.0,0.8,28,gluten,vegan|vegetarian|pescatarian,H,N,Y,N,N,,N,
173070414,Simply Pure Pumpkin seeds (reduced-fat),Protein,Branded,511.78,33.53,23.47,11.91,6.21,1.23,7,763.65,51.48,9.47,1.7,8.55,0.0,639.71,0.0,0.0,7.34,25,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
173091205,EarthGrown Tofu (prepared),Protein,Branded,157.09,15.51,7.91,2.59,2.16,0.59,14,260.37,700.3,2.47,0.11,1.39,0.0,54.39,0.0,0.0,2.22,15,soy,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
132407186,Farmhouse Tempeh (roasted),Protein,Branded,178.96,21.61,9.63,6.76,0.0,0.0,9,373.05,103.13,2.69,0.0,2.18,0.0,87.14,0.09,0.0,0.99,15,soy,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
104957065,PureFoods Lactose-free milk (low-sodium),Dairy,Branded,49.57,2.99,1.92,5.49,0.0,4.95,13.2,151.87,133.0,0.0,0.0,1.43,7.44,10.12,0.54,1.24,0.43,30,milk,vegetarian|nonveg|pescatarian,L,N,N,Y,N,,N,
171411922,Wholesome White rice (roasted),Grains,Branded,123.89,2.8,0.3,25.68,0.4,0.1,1,34.04,9.96,1.26,0.0,0.1,0.0,12.23,0.0,0.0,0.54,73,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
177862692,Healthy Harvest Broccoli (fresh),Vegetables,Branded,34.64,2.91,0.41,6.16,2.86,1.77,33,307.89,41.83,0.68,89.38,0.1,0.0,22.56,0.0,0.0,0.42,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
2523607,Heritage Quinoa (value size),Grains,Branded,122.54,4.17,1.76,23.68,3.11,1.0,7,183.28,16.78,1.43,0.0,0.18,0.0,71.56,0.0,0.0,1.21,53,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
208289710,TrueNorth Broccoli (frozen),Vegetables,Branded,31.71,2.81,0.39,6.29,2.82,1.57,33,353.49,50.59,0.69,92.05,0.1,0.0,18.72,0.0,0.0,0.45,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
260018854,Farmhouse Grapes (family pack),Fruits,Branded,63.43,0.7,0.19,19.7,0.86,16.37,2,193.68,10.84,0.41,3.07,0.11,0.0,6.37,0.0,0.0,0.11,53,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
73772897,Coastal Almond milk (frozen),Dairy,Branded,13.72,0.59,1.17,0.58,0.39,0.0,72,62.95,170.15,0.27,0.0,0.1,0.0,6.13,0.0,0.99,0.11,25,tree_nut,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
168023524,Meadow Barley (raw),Grains,Branded,114.68,2.51,0.37,25.43,3.71,0.31,3,86.63,10.56,1.36,0.0,0.1,0.0,24.43,0.0,0.0,0.77,28,gluten,vegan|vegetarian|pescatarian,H,N,Y,N,N,,N,
99843729,Farmhouse Green beans (organic),Vegetables,Branded,33.72,2.11,0.29,8.01,3.0,1.96,1,215.05,48.35,0.68,9.03,0.1,0.0,23.9,0.0,0.0,0.27,30,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
245020311,PureFoods Buckwheat (fresh),Grains,Branded,91.18,3.58,0.65,21.81,2.51,0.88,4,87.05,7.41,0.76,0.0,0.09,0.0,47.16,0.0,0.0,0.56,45,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
30875560,Coastal Almond milk (value size),Dairy,Branded,14.21,0.53,1.12,0.61,0.39,0.0,72,73.75,204.5,0.31,0.0,0.09,0.0,5.51,0.0,1.09,0.1,25,tree_nut,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
30178431,Healthy Harvest White rice (organic),Grains,Branded,117.67,2.46,0.33,25.37,0.42,0.1,1,32.13,10.29,1.24,0.0,0.1,0.0,12.97,0.0,0.0,0.53,73,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
208491903,Daily Choice Pork chop (reduced-fat),Protein,Branded,240.69,23.0,7.69,0.0,0.0,0.0,62,358.5,22.47,0.91,0.0,5.16,82.0,29.29,0.73,0.76,2.12,0,,nonveg|pork,L,N,N,Y,N,,N,
942359,Simply Pure Olive oil (canned),Fats,Branded,977.83,0.0,104.86,0.0,0.0,0.0,450,0.89,1.0,0.64,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
190254911,Coastal Grapes (steamed),Fruits,Branded,75.54,0.74,0.19,18.71,0.84,13.77,2,200.6,10.41,0.42,3.32,0.1,0.0,6.29,0.0,0.0,0.09,53,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
149037288,Farmhouse Barley (steamed),Grains,Branded,128.21,2.18,0.41,31.49,3.59,0.31,3,88.76,12.26,1.45,0.0,0.1,0.0,21.03,0.0,0.0,0.8,28,gluten,vegan|vegetarian|pescatarian,H,N,Y,N,N,,N,
168315024,Simply Pure Cod (raw),Protein,Branded,114.07,22.96,0.85,0.0,0.0,0.0,78,233.89,16.48,0.51,1.02,0.19,50.91,36.41,0.93,1.16,0.54,0,fish,nonveg|pescatarian,L,N,N,Y,N,,Y,
84426708,Healthy Harvest Salmon (low-sodium),Protein,Branded,204.31,19.83,11.68,0.0,0.0,0.0,18.3,338.82,10.04,0.3,0.0,3.2,57.14,29.66,2.9,10.17,0.66,0,fish,nonveg|pescatarian,L,N,N,Y,N,,Y,
56474157,Vital Grapes (value size),Fruits,Branded,65.3,0.76,0.19,20.08,0.86,13.95,2,198.04,11.02,0.44,3.03,0.11,0.0,7.65,0.0,0.0,0.09,53,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
4022393,Nature's Best Olive oil (low-sodium),Fats,Branded,823.85,0.0,92.83,0.0,0.0,0.0,0.6,1.07,1.12,0.6,0.0,12.15,0.0,0.0,0.0,0.0,0.0,0,,vegan|vegetarian|nonveg|pescatarian,L,N,N,N,N,,N,
81352121,Farmhouse Orange (raw),Fruits,Branded,45.89,0.99,0.09,11.07,2.15,9.23,0,178.49,44.22,0.1,48.55,0.0,0.0,9.57,0.0,0.0,0.1,43,,vegan|vegetarian|pescatarian,L,Y,N,N,N,citrus,N,
19670312,Heritage Zucchini (canned),Vegetables,Branded,16.71,1.2,0.32,3.39,0.97,2.44,299,280.64,14.95,0.37,16.8,0.11,0.0,19.85,0.0,0.0,0.34,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
86235852,Daily Choice Green beans (steamed),Vegetables,Branded,36.42,1.96,0.26,7.55,3.25,1.81,1,192.83,43.2,0.69,10.32,0.09,0.0,25.18,0.0,0.0,0.33,30,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
103064719,EarthGrown Zucchini (reduced-fat),Vegetables,Branded,18.63,1.28,0.13,3.32,0.96,2.55,8,266.69,15.96,0.38,19.46,0.11,0.0,19.79,0.0,0.0,0.32,15,,vegan|vegetarian|pescatarian,L,N,N,N,N,,N,
